Session ID,User ID,Traffic Source,Campaign,Device,Session Start,Lead Form Submitted,Trial Started,Subscription Purchased
SESS-104120,USR-207300,Email,Newsletter Vol 12,Mobile,2026-04-06 10:18:38,,,
SESS-104121,USR-206627,Email,Newsletter Vol 12,Mobile,2026-04-10 16:19:44,,,
SESS-104122,USR-203548,direct,None,Tablet,2026-04-03 16:51:45,,,
SESS-104123,USR-204289,Organic Search,None,MOBILE,2026-06-23 21:57:36,,,
SESS-104124,USR-204231,Referral,None,Desktop,01/03/2026 13:28:57,,,
SESS-104125,USR-206319,Organic Search,None,Tablet,2026-06-19 21:21:40,,,
SESS-104126,USR-203833,Direct,None,Mobile,2026-03-19 09:26:25,,,
SESS-104127,USR-205912,Paid Search,Brand Awareness,Tablet,2026-06-17 23:36:43,,,
SESS-104128,USR-207936,Referral,None,Mobile,2026-04-12 02:21:52,,,
SESS-104129,USR-207815,paid social,Winter Sale,Mobile,2026-06-05 03:47:05,,,
SESS-104130,USR-205388,Direct,None,Desktop,2026-06-09 09:38:39,,,
SESS-104131,USR-204964,Organic Search,None,desktop,2026-03-10 23:51:02,,,
SESS-104132,USR-206401,Referral,None,Desktop,2026-03-18 01:30:33,,,
SESS-104133,USR-204281,Email,Newsletter Vol 12,Desktop,12/02/2026 15:33:44,,,
SESS-104134,USR-205211,Email,Newsletter Vol 12,Mobile,2026-01-02 17:52:12,,,
SESS-104135,USR-207504,Referral,None,Desktop,2026-04-26 07:16:54,2026-04-26 07:18:54,,
SESS-104136,USR-202599,Direct,None,Desktop,2026-05-23 17:33:14,,,
SESS-104137,USR-203520,Direct,None,Mobile,2026-04-22 02:14:29,,,
SESS-104138,USR-206312,direct,None,Mobile,2026-05-23 06:28:21,2026-05-23 06:54:21,,
SESS-104139,USR-204994,Paid Search,Product Launch,Tablet,2026-03-12 13:00:01,,,
SESS-104140,USR-205741,Referral,None,Mobile,2026-03-13 14:27:11,,,
SESS-104141,USR-202348,Paid Search,Spring Promo,Desktop,22/05/2026 07:52:25,22/05/2026 08:16:25,,
SESS-104142,USR-204863,paid search,Winter Sale,Desktop,2026-01-03 06:33:13,,,
SESS-104143,USR-207088,Paid Search,Retargeting Ads,Desktop,2026-05-11 02:22:20,,,
SESS-104144,USR-207326,Paid Social,Product Launch,Desktop,2026-06-03 18:48:26,2026-06-03 19:09:26,,
SESS-104145,USR-203199,Referral,None,Tablet,2026-01-03 17:24:19,,,
SESS-104146,USR-204523,Email,Newsletter Vol 12,Desktop,2026-06-06 01:13:21,,,
SESS-104147,USR-205492,Organic Search,None,Tablet,2026-01-24 06:29:03,,,
SESS-104148,USR-202182,Email,Newsletter Vol 12,Mobile,2026-04-01 05:56:05,2026-04-01 06:05:05,,
SESS-104149,USR-203620,paid social,Brand Awareness,Mobile,2026-02-22 14:37:43,,,
SESS-104150,USR-203367,Organic Search,None,Desktop,2026-06-10 03:04:57,,,
SESS-104151,USR-201829,Direct,None,Desktop,2026-01-29 00:22:45,,,
SESS-104152,USR-205796,Paid Search,Spring Promo,Desktop,2026-06-05 12:27:39,2026-06-05 12:39:39,2026-06-05 23:39:39,
SESS-104153,USR-202167,Paid Search,Brand Awareness,Tablet,2026-01-05 21:48:18,,,
SESS-104154,USR-205369,Direct,None,Tablet,2026-03-13 05:32:07,,,
SESS-104155,USR-200713,Paid Social,Winter Sale,Tablet,2026-05-31 19:52:12,,,
SESS-104156,USR-202697,Paid Social,Winter Sale,Tablet,10/05/2026 14:09:54,,,
SESS-104157,USR-202981,Organic Search,None,Mobile,2026-04-23 23:53:46,,,
SESS-104158,USR-203411,Paid Search,Spring Promo,Tablet,2026-01-03 13:14:34,2026-01-03 13:29:34,2026-01-03 15:29:34,
SESS-104159,USR-205204,Paid Search,Product Launch,Desktop,2026-06-01 22:07:45,2026-06-01 22:51:45,2026-06-05 08:51:45,
SESS-104160,USR-207576,Referral,None,Tablet,2026-04-16 00:11:37,,,
SESS-104161,USR-203040,Email,Newsletter Vol 12,Tablet,06/05/2026 00:56:23,,,
SESS-104162,USR-202478,PAID SEARCH,Brand Awareness,Mobile,2026-04-05 23:13:17,,,
SESS-104163,USR-202779,Direct,None,Tablet,2026-01-26 02:52:43,2026-01-26 02:57:43,,
SESS-104164,USR-205429,Paid Social,Spring Promo,Tablet,31/03/2026 17:25:22,,,
SESS-104165,USR-204844,Referral,None,Desktop,2026-06-27 00:10:55,,,
SESS-104166,USR-202813,Referral,None,Tablet,2026-06-05 19:27:33,,,
SESS-104167,USR-202684,Email,Newsletter Vol 12,tablet,2026-05-01 01:48:40,,,
SESS-104168,USR-205032,Referral,None,Tablet,2026-05-06 22:03:07,,,
SESS-104169,USR-200931,Organic Search,None,Mobile,2026-03-23 09:07:21,,,
SESS-104170,USR-206984,Referral,None,Mobile,31/03/2026 20:22:03,31/03/2026 20:54:03,01/04/2026 10:54:03,
SESS-104171,USR-207943,Paid Social,Product Launch,TABLET,2026-01-03 22:30:13,2026-01-03 23:06:13,,
SESS-104172,USR-205557,Organic Search,None,Desktop,2026-01-10 15:54:37,2026-01-10 15:56:37,,
SESS-104173,USR-200958,Organic Search,None,Desktop,23/02/2026 23:40:22,,,
SESS-104174,USR-203488,Paid Social,Product Launch,Mobile,2026-01-01 04:52:22,,,
SESS-104175,USR-207993,Email,Newsletter Vol 12,TABLET,2026-05-25 21:19:39,,,
SESS-104176,USR-202671,Email,Newsletter Vol 12,Desktop,2026-04-25 07:11:04,,,
SESS-104177,USR-205778,Paid Social,Product Launch,Desktop,2026-01-06 13:41:21,,,
SESS-104178,USR-200227,EMAIL,Newsletter Vol 12,Desktop,2026-04-15 07:52:26,2026-04-15 07:58:26,2026-04-18 09:58:26,
SESS-104179,USR-202384,Direct,None,Desktop,2026-03-21 13:45:04,,,
SESS-104180,USR-203734,Email,Newsletter Vol 12,mobile,09/06/2026 11:50:27,09/06/2026 12:25:27,,
SESS-104181,USR-202956,Paid Search,Retargeting Ads,Mobile,2026-01-03 00:58:16,,,
SESS-104182,USR-204460,Referral,None,Mobile,2026-04-16 14:04:42,,,
SESS-104183,USR-206042,paid social,Winter Sale,Mobile,14/01/2026 09:04:57,14/01/2026 09:19:57,,
SESS-104184,USR-200330,Paid Social,Retargeting Ads,Mobile,2026-02-01 15:15:59,,,
SESS-104185,USR-202954,REFERRAL,None,Tablet,2026-05-28 00:46:07,,,
SESS-104186,USR-202625,Paid Social,Product Launch,Desktop,2026-01-14 06:46:47,,,
SESS-104187,USR-204305,Paid_Search,Winter Sale,Tablet,2026-03-14 09:11:25,,,
SESS-104188,USR-205581,Referral,None,Tablet,2026-05-02 21:30:04,2026-05-02 22:10:04,,
SESS-104189,USR-204950,Paid_Search,Spring Promo,Desktop,2026-03-24 15:12:39,2026-03-24 15:42:39,2026-03-28 08:42:39,2026-04-11 20:42:39
SESS-104190,USR-202411,Referral,None,Desktop,2026-02-16 02:10:35,,,
SESS-104191,USR-200544,Organic Search,None,Mobile,2026-05-08 02:31:10,,,
SESS-104192,USR-200570,Direct,None,desktop,2026-03-11 06:08:16,,,
SESS-104193,USR-201871,Paid Social,Brand Awareness,Desktop,2026-05-16 10:11:52,2026-05-16 10:15:52,2026-05-18 12:15:52,2026-05-25 20:15:52
SESS-104194,USR-201356,paid search,Winter Sale,Tablet,2026-06-01 09:20:26,2026-06-01 09:23:26,,
SESS-104195,USR-201694,Paid Search,Brand Awareness,Desktop,2026-04-24 16:15:16,,,
SESS-104196,USR-202957,Email,Newsletter Vol 12,Desktop,02/01/2026 10:46:48,02/01/2026 11:29:48,02/01/2026 17:29:48,
SESS-104197,USR-201325,Direct,None,Mobile,2026-02-21 19:29:09,,,
SESS-104198,USR-207523,Email,Newsletter Vol 12,Mobile,2026-04-15 16:22:32,2026-04-15 16:32:32,,
SESS-104199,USR-206897,Organic Search,None,Mobile,2026-03-17 03:12:12,,,
SESS-104200,USR-206476,Email,Newsletter Vol 12,MOBILE,17/04/2026 10:03:21,,,
SESS-104201,USR-202638,Email,Newsletter Vol 12,Desktop,2026-04-07 13:55:31,,,
SESS-104202,USR-203674,DIRECT,None,Mobile,2026-03-07 13:31:10,,,
SESS-104203,USR-204145,Direct,None,Mobile,2026-02-16 21:59:25,,,
SESS-104204,USR-200408,Email,Newsletter Vol 12,Tablet,2026-03-17 02:59:34,,,
SESS-104205,USR-206459,Referral,None,MOBILE,01/01/2026 13:58:31,,,
SESS-104206,USR-203935,Paid Social,Brand Awareness,Mobile,2026-05-15 17:41:50,2026-05-15 18:03:50,,
SESS-104207,USR-202334,Referral,None,Mobile,2026-05-12 15:32:46,,,
SESS-104208,USR-201871,Email,Newsletter Vol 12,Mobile,2026-03-11 09:33:40,,,
SESS-104209,USR-202092,EMAIL,Newsletter Vol 12,Mobile,2026-03-28 07:12:35,2026-03-28 07:16:35,,
SESS-104210,USR-206367,Paid_Search,Spring Promo,Tablet,2026-06-07 20:51:37,2026-06-07 20:53:37,,
SESS-104211,USR-201572,Organic_Search,None,Mobile,2026-03-30 14:30:54,,,
SESS-104212,USR-206885,Organic Search,None,Desktop,2026-02-15 08:02:52,,,
SESS-104213,USR-200228,Organic Search,None,Desktop,2026-01-10 08:52:52,,,
SESS-104214,USR-207091,Paid Social,Spring Promo,Desktop,2026-04-23 18:38:52,2026-04-23 18:57:52,,
SESS-104215,USR-207422,Organic Search,None,Tablet,2026-03-16 08:45:29,,,
SESS-104216,USR-201634,Paid Search,Retargeting Ads,Mobile,2026-03-06 17:34:03,,,
SESS-104217,USR-206256,Organic Search,None,Desktop,2026-04-19 03:41:14,,,
SESS-104218,USR-207129,Direct,None,Mobile,2026-02-24 10:16:30,,,
SESS-104219,USR-207499,Referral,None,Mobile,2026-03-22 16:31:45,,,
SESS-104220,USR-205316,Direct,None,Desktop,2026-05-23 16:18:48,,,
SESS-104221,USR-202589,Organic Search,None,Tablet,2026-05-26 12:18:04,,,
SESS-104222,USR-207534,Paid Search,Retargeting Ads,Tablet,2026-06-12 00:29:46,2026-06-12 00:59:46,,
SESS-104223,USR-202474,Organic Search,None,mobile,2026-01-24 10:48:10,,,
SESS-104224,USR-206049,Organic Search,None,Tablet,2026-02-11 10:22:53,,,
SESS-104225,USR-201961,Paid Social,Spring Promo,Desktop,2026-05-23 07:07:09,,,
SESS-104226,USR-202788,Referral,None,Mobile,2026-02-11 05:47:21,,,
SESS-104227,USR-203596,Email,Newsletter Vol 12,Mobile,2026-03-26 19:22:24,,,
SESS-104228,USR-201924,Paid Search,Winter Sale,Desktop,2026-01-01 21:19:24,,,
SESS-104229,USR-200204,Direct,None,Mobile,2026-04-12 06:20:44,,,
SESS-104230,USR-204957,Direct,None,Mobile,2026-05-13 10:32:30,,,
SESS-104231,USR-201057,Direct,None,Tablet,2026-03-25 14:28:59,,,
SESS-104232,USR-207018,Direct,None,Desktop,2026-02-22 16:21:41,2026-02-22 16:46:41,2026-02-24 22:46:41,
SESS-104233,USR-207791,Referral,None,Mobile,2026-05-15 05:22:51,,,
SESS-104234,USR-200214,Direct,None,Mobile,2026-02-25 00:15:27,2026-02-25 00:45:27,,
SESS-104235,USR-200653,Paid Search,Spring Promo,Desktop,2026-02-27 11:20:12,,,
SESS-104236,USR-201891,Paid Search,Brand Awareness,Desktop,2026-04-25 20:10:37,,,
SESS-104237,USR-205899,Direct,None,tablet,2026-04-26 00:26:53,,,
SESS-104238,USR-207809,Referral,None,Tablet,2026-03-29 00:34:17,2026-03-29 00:46:17,,
SESS-104239,USR-202274,Direct,None,Mobile,2026-01-31 14:53:06,2026-01-31 15:09:06,,
SESS-104240,USR-207779,Email,Newsletter Vol 12,Desktop,2026-06-02 00:10:22,,,
SESS-104241,USR-205764,Organic Search,None,Mobile,2026-03-10 21:20:36,,,
SESS-104242,USR-206463,Direct,None,MOBILE,2026-01-20 12:49:50,,,
SESS-104243,USR-200729,Paid Search,Retargeting Ads,Tablet,2026-06-27 09:53:24,,,
SESS-104244,USR-200245,Direct,None,Mobile,2026-01-26 23:22:31,,,
SESS-104245,USR-205756,Referral,None,Desktop,2026-04-09 00:58:39,,,
SESS-104246,USR-201692,Email,Newsletter Vol 12,Tablet,2026-06-19 15:36:24,2026-06-19 16:19:24,,
SESS-104247,USR-200400,Referral,None,Tablet,2026-01-12 04:30:45,2026-01-12 04:46:45,,
SESS-104248,USR-200091,Organic Search,None,Tablet,2026-01-19 07:58:30,2026-01-19 08:43:30,2026-01-20 02:43:30,
SESS-104249,USR-202101,Email,Newsletter Vol 12,Mobile,08/02/2026 21:43:11,08/02/2026 22:26:11,10/02/2026 06:26:11,
SESS-104250,USR-206224,Email,Newsletter Vol 12,Desktop,2026-05-28 17:08:33,,,
SESS-104251,USR-200722,email,Newsletter Vol 12,Desktop,2026-04-20 20:56:54,,,
SESS-104252,USR-205578,Paid Search,Winter Sale,tablet,2026-01-26 04:10:15,,,
SESS-104253,USR-201352,Email,Newsletter Vol 12,Tablet,2026-03-28 21:34:58,,,
SESS-104254,USR-207235,Paid Search,Spring Promo,Tablet,2026-03-07 16:09:03,2026-03-07 16:22:03,,
SESS-104255,USR-201978,Direct,None,Tablet,2026-02-25 18:43:59,,,
SESS-104256,USR-207882,Email,Newsletter Vol 12,Desktop,2026-04-30 14:27:23,2026-04-30 15:08:23,,
SESS-104257,USR-201663,Email,Newsletter Vol 12,Tablet,2026-02-09 12:11:06,,,
SESS-104258,USR-207468,Direct,None,Desktop,2026-06-02 18:22:03,,,
SESS-104259,USR-204642,Referral,None,Mobile,2026-03-04 10:47:37,,,
SESS-104260,USR-205951,Organic Search,None,Mobile,2026-01-04 19:06:52,,,
SESS-104261,USR-203793,Referral,None,mobile,2026-03-15 02:35:58,,,
SESS-104262,USR-207914,Paid Search,Brand Awareness,Tablet,2026-02-15 14:05:08,,,
SESS-104263,USR-205352,Direct,None,MOBILE,2026-01-11 07:47:24,,,
SESS-104264,USR-201969,Email,Newsletter Vol 12,mobile,2026-02-23 22:50:33,,,
SESS-104265,USR-200310,Direct,None,Mobile,2026-03-27 00:07:52,,,
SESS-104266,USR-204653,Referral,None,Desktop,2026-02-16 15:12:26,,,
SESS-104267,USR-200989,Email,Newsletter Vol 12,Tablet,2026-02-09 21:04:08,,,
SESS-104268,USR-207499,Direct,None,Desktop,2026-03-28 03:45:00,2026-03-28 03:52:00,,
SESS-104269,USR-202852,Paid Social,Spring Promo,Mobile,2026-05-21 05:40:52,,,
SESS-104270,USR-202614,Direct,None,Desktop,2026-01-31 08:46:28,2026-01-31 08:57:28,,
SESS-104271,USR-206491,Direct,None,Mobile,2026-06-10 06:37:31,,,
SESS-104272,USR-202657,Direct,None,Mobile,2026-01-05 12:26:44,2026-01-05 12:48:44,,
SESS-104273,USR-202189,Organic Search,None,Tablet,2026-02-18 15:37:58,2026-02-18 16:13:58,2026-02-21 12:13:58,
SESS-104274,USR-203965,Referral,None,Tablet,2026-04-02 06:13:57,,,
SESS-104275,USR-200175,Direct,None,Tablet,2026-04-23 10:32:15,,,
SESS-104276,USR-201535,Paid Social,Spring Promo,Mobile,2026-02-28 06:43:56,2026-02-28 07:27:56,2026-03-01 14:27:56,2026-03-15 05:27:56
SESS-104277,USR-202339,Paid Social,Winter Sale,Mobile,2026-01-15 14:32:10,,,
SESS-104278,USR-203964,Paid Social,Product Launch,Tablet,2026-03-05 22:43:39,,,
SESS-104279,USR-200813,organic search,None,Mobile,2026-05-03 10:32:27,,,
SESS-104280,USR-203048,PAID SOCIAL,Spring Promo,Tablet,2026-06-19 12:07:39,2026-06-19 12:50:39,2026-06-21 17:50:39,
SESS-104281,USR-201082,Paid Social,Product Launch,Mobile,2026-02-09 06:09:39,,,
SESS-104282,USR-200614,Organic Search,None,Tablet,2026-04-05 05:36:39,2026-04-05 06:20:39,2026-04-05 18:20:39,2026-04-12 22:20:39
SESS-104283,USR-201837,email,,Desktop,2026-02-19 16:11:56,,,
SESS-104284,USR-202832,REFERRAL,None,Desktop,2026-03-11 08:58:34,,,
SESS-104285,USR-203268,Direct,None,Tablet,2026-04-13 20:58:43,,,
SESS-104286,USR-205535,Organic Search,None,Mobile,2026-04-20 00:22:09,,,
SESS-104287,USR-203871,Paid Social,Retargeting Ads,Mobile,2026-06-29 03:04:37,,,
SESS-104288,USR-201996,Paid Social,Retargeting Ads,Tablet,2026-04-20 00:28:06,2026-04-20 00:34:06,,
SESS-104289,USR-204292,Email,Newsletter Vol 12,Mobile,2026-02-26 13:11:33,2026-02-26 13:19:33,,
SESS-104290,USR-207030,Organic Search,None,Mobile,2026-06-04 17:16:54,,,
SESS-104291,USR-206678,Referral,None,Mobile,2026-06-22 15:43:31,,,
SESS-104292,USR-207987,Direct,None,Tablet,26/03/2026 20:48:20,,,
SESS-104293,USR-203951,Organic Search,None,Tablet,2026-04-05 02:29:08,2026-04-05 02:53:08,,
SESS-104294,USR-207290,PAID SEARCH,Winter Sale,Desktop,2026-01-01 11:53:55,,,
SESS-104295,USR-205955,Paid Search,Retargeting Ads,Mobile,2026-03-18 13:48:13,,,
SESS-104296,USR-206882,Organic Search,None,Tablet,2026-04-22 10:25:42,,,
SESS-104297,USR-200898,Direct,None,Desktop,2026-04-14 18:12:46,,,
SESS-104298,USR-203596,PAID SEARCH,Product Launch,Tablet,2026-03-02 13:02:31,2026-03-02 13:27:31,,
SESS-104299,USR-201738,Paid Search,Winter Sale,Mobile,2026-06-06 15:16:41,,,
SESS-104300,USR-205190,Email,Newsletter Vol 12,Desktop,2026-02-15 00:25:09,,,
SESS-104301,USR-205770,Paid Social,,Tablet,2026-05-09 07:46:26,2026-05-09 08:00:26,,
SESS-104302,USR-205460,Paid Social,Winter Sale,Tablet,2026-05-02 09:19:48,,,
SESS-104303,USR-204041,Paid Social,,Tablet,2026-03-20 08:19:40,,,
SESS-104304,USR-206913,Direct,None,Desktop,2026-04-22 06:09:20,,,
SESS-104305,USR-205726,Referral,None,Desktop,2026-04-08 09:14:40,2026-04-08 09:46:40,2026-04-12 05:46:40,2026-04-19 14:46:40
SESS-104306,USR-200742,Referral,None,Tablet,2026-02-28 15:04:28,,,
SESS-104307,USR-200196,Organic Search,None,Desktop,2026-03-15 17:30:26,2026-03-15 17:47:26,,
SESS-104308,USR-203172,Paid Social,Winter Sale,Mobile,2026-01-27 01:06:11,,,
SESS-104309,USR-206743,Referral,None,Mobile,2026-03-14 11:52:12,,,
SESS-104310,USR-206272,paid social,Winter Sale,Mobile,2026-06-21 22:35:19,,,
SESS-104311,USR-207342,Referral,None,Tablet,2026-04-16 13:30:18,,,
SESS-104312,USR-204942,Referral,None,Desktop,2026-05-20 06:20:47,,,
SESS-104313,USR-205208,Paid Social,Brand Awareness,Mobile,2026-01-08 20:05:26,,,
SESS-104314,USR-201531,Organic Search,None,DESKTOP,2026-06-14 14:27:37,,,
SESS-104315,USR-201428,Email,Newsletter Vol 12,Tablet,2026-01-30 22:10:02,,,
SESS-104316,USR-201874,Organic Search,None,Tablet,2026-02-20 15:32:19,,,
SESS-104317,USR-201945,Paid Social,Brand Awareness,Mobile,2026-05-20 22:05:09,,,
SESS-104318,USR-204339,Paid_Social,Spring Promo,Mobile,2026-02-27 00:13:27,,,
SESS-104319,USR-200772,Organic Search,None,Desktop,2026-05-22 11:11:34,,,
SESS-104320,USR-202826,Paid Search,Spring Promo,Mobile,2026-04-08 06:21:39,,,
SESS-104321,USR-204785,Direct,None,Tablet,2026-06-08 13:37:41,,,
SESS-104322,USR-200195,Paid Search,Winter Sale,mobile,2026-03-05 12:40:12,,,
SESS-104323,USR-204781,Email,Newsletter Vol 12,Tablet,2026-01-12 20:24:45,2026-01-12 20:50:45,2026-01-14 18:50:45,
SESS-104324,USR-207939,Organic Search,None,Tablet,2026-03-20 05:42:27,2026-03-20 05:45:27,,
SESS-104325,USR-206812,Referral,None,tablet,2026-01-24 07:29:09,,,
SESS-104326,USR-205621,Direct,None,Tablet,2026-03-14 01:48:33,,,
SESS-104327,USR-200275,Direct,None,MOBILE,2026-03-29 12:28:36,2026-03-29 13:06:36,2026-03-29 16:06:36,
SESS-104328,USR-204213,Direct,None,Desktop,2026-06-17 07:35:44,,,
SESS-104329,USR-200878,Paid Social,Product Launch,Tablet,2026-05-09 08:26:44,,,
SESS-104330,USR-204273,Email,Newsletter Vol 12,Mobile,2026-06-23 20:47:31,,,
SESS-104331,USR-204925,Organic Search,None,desktop,2026-02-11 18:41:07,,,
SESS-104332,USR-202584,Paid Search,Retargeting Ads,Desktop,2026-03-28 19:44:10,2026-03-28 19:52:10,,
SESS-104333,USR-207044,Paid Social,Winter Sale,Tablet,2026-01-04 04:38:35,,,
SESS-104334,USR-202608,email,Newsletter Vol 12,Tablet,2026-05-13 02:25:41,2026-05-13 02:56:41,,
SESS-104335,USR-200455,Referral,None,Desktop,2026-02-18 17:43:32,,,
SESS-104336,USR-205744,paid search,Spring Promo,Mobile,2026-01-18 03:02:07,,,
SESS-104337,USR-203037,Paid Search,Brand Awareness,Mobile,2026-06-25 03:12:47,,,
SESS-104338,USR-205824,Email,Newsletter Vol 12,Desktop,05/02/2026 14:19:48,,,
SESS-104339,USR-201409,Email,Newsletter Vol 12,Desktop,2026-04-11 04:34:37,2026-04-11 04:46:37,,
SESS-104340,USR-200590,Direct,None,DESKTOP,2026-02-14 05:35:54,2026-02-14 06:07:54,,
SESS-104341,USR-204798,Email,Newsletter Vol 12,Tablet,2026-04-01 08:12:33,,,
SESS-104342,USR-207542,Paid Search,Product Launch,Mobile,2026-02-01 18:15:59,,,
SESS-104343,USR-201310,Direct,None,Mobile,2026-04-01 05:37:48,,,
SESS-104344,USR-207148,Direct,None,Tablet,2026-05-01 08:15:57,,,
SESS-104345,USR-206023,Paid Search,Spring Promo,Mobile,2026-03-08 16:01:59,,,
SESS-104346,USR-201815,Organic Search,None,Mobile,2026-05-16 12:15:46,,,
SESS-104347,USR-201292,Organic Search,None,Mobile,17/02/2026 08:36:46,,,
SESS-104348,USR-202407,Email,Newsletter Vol 12,Desktop,2026-02-12 16:35:35,,,
SESS-104349,USR-202242,Direct,None,TABLET,2026-01-12 21:44:22,,,
SESS-104350,USR-200331,Referral,None,Tablet,2026-03-08 02:55:14,,,
SESS-104351,USR-203363,Paid Search,Retargeting Ads,Desktop,2026-05-26 19:53:25,,,
SESS-104352,USR-201364,Referral,None,Mobile,2026-04-30 23:36:05,,,
SESS-104353,USR-203361,Referral,None,Tablet,2026-01-01 04:54:04,2026-01-01 05:20:04,,
SESS-104354,USR-201211,Email,Newsletter Vol 12,Tablet,2026-04-29 09:58:21,,,
SESS-104355,USR-206525,Organic Search,None,Desktop,2026-05-22 06:18:41,2026-05-22 06:43:41,2026-05-23 02:43:41,
SESS-104356,USR-203832,Paid Social,Retargeting Ads,Desktop,2026-05-27 09:36:18,,,
SESS-104357,USR-202636,Paid Search,Product Launch,Mobile,2026-05-09 13:41:33,2026-05-09 14:17:33,2026-05-12 18:17:33,2026-05-26 06:17:33
SESS-104358,USR-203155,Paid Search,Brand Awareness,Mobile,2026-06-20 13:19:52,,,
SESS-104359,USR-200305,Direct,None,Tablet,2026-05-04 14:51:17,,,
SESS-104360,USR-204777,Email,Newsletter Vol 12,Tablet,2026-01-04 07:54:38,,,
SESS-104361,USR-206876,Organic Search,None,Tablet,2026-03-28 21:26:30,,,
SESS-104362,USR-203044,Paid Search,Retargeting Ads,Desktop,2026-05-25 21:24:14,,,
SESS-104363,USR-204530,Organic Search,None,Mobile,2026-05-01 21:58:31,,,
SESS-104364,USR-204659,Referral,None,Desktop,2026-05-15 22:17:23,,,
SESS-104365,USR-200751,Email,Newsletter Vol 12,Mobile,2026-02-01 01:42:20,2026-02-01 02:23:20,,
SESS-104366,USR-204586,Direct,None,Mobile,14/01/2026 19:36:11,,,
SESS-104367,USR-205547,Organic Search,None,Desktop,2026-02-11 12:19:34,,,
SESS-104368,USR-205016,Organic Search,None,Mobile,2026-01-07 01:40:18,,,
SESS-104369,USR-207755,Email,Newsletter Vol 12,Mobile,2026-01-29 07:48:45,,,
SESS-104370,USR-200068,Email,Newsletter Vol 12,Mobile,2026-05-12 02:29:49,2026-05-12 02:35:49,2026-05-15 14:35:49,
SESS-104371,USR-205053,ORGANIC SEARCH,None,Mobile,2026-05-10 15:33:33,,,
SESS-104372,USR-205392,Email,Newsletter Vol 12,Desktop,2026-05-07 10:25:22,,,
SESS-104373,USR-207231,paid search,Retargeting Ads,Tablet,2026-01-24 07:08:58,,,
SESS-104374,USR-203808,Paid Social,Product Launch,tablet,25/03/2026 21:43:08,,,
SESS-104375,USR-205597,Paid Search,Product Launch,Mobile,2026-03-07 22:01:31,2026-03-07 22:27:31,,
SESS-104376,USR-205837,PAID SOCIAL,Retargeting Ads,MOBILE,2026-04-23 15:33:55,,,
SESS-104377,USR-203077,Organic Search,None,Mobile,2026-04-04 20:46:56,,,
SESS-104378,USR-204262,Referral,None,Tablet,2026-03-28 13:44:42,,,
SESS-104379,USR-204734,Paid Social,Winter Sale,Desktop,2026-01-31 05:26:59,2026-01-31 05:34:59,,
SESS-104380,USR-204417,Referral,None,Desktop,2026-06-23 23:21:22,2026-06-24 00:04:22,,
SESS-104381,USR-201031,Paid Search,Spring Promo,tablet,2026-02-09 06:14:59,2026-02-09 06:51:59,,
SESS-104382,USR-201939,Organic Search,None,Tablet,2026-06-03 18:57:23,,,
SESS-104383,USR-200740,Email,Newsletter Vol 12,Desktop,2026-04-22 20:10:58,,,
SESS-104384,USR-200175,Email,Newsletter Vol 12,Tablet,2026-03-28 21:33:55,,,
SESS-104385,USR-202185,Paid Search,Retargeting Ads,Desktop,2026-05-21 13:52:18,,,
SESS-104386,USR-206521,Direct,None,Desktop,2026-05-10 02:54:21,2026-05-10 02:57:21,2026-05-13 09:57:21,2026-05-20 18:57:21
SESS-104387,USR-201118,Email,Newsletter Vol 12,DESKTOP,2026-01-31 22:34:43,,,
SESS-104388,USR-201595,Direct,None,Mobile,2026-05-21 13:52:20,,,
SESS-104389,USR-204194,Email,Newsletter Vol 12,Mobile,2026-03-16 09:56:20,,,
SESS-104390,USR-201403,Paid Search,Winter Sale,Mobile,2026-01-12 02:55:57,,,
SESS-104391,USR-202031,Referral,None,Tablet,15/03/2026 16:49:11,,,
SESS-104392,USR-207337,ORGANIC SEARCH,None,Desktop,2026-06-14 20:15:44,,,
SESS-104393,USR-201020,Paid Search,Brand Awareness,Desktop,2026-01-30 16:27:37,,,
SESS-104394,USR-200203,Email,Newsletter Vol 12,Desktop,31/01/2026 12:37:03,,,
SESS-104395,USR-207598,Paid Search,Retargeting Ads,Mobile,06/02/2026 09:40:16,,,
SESS-104396,USR-201413,Email,Newsletter Vol 12,Mobile,2026-01-08 20:59:23,2026-01-08 21:12:23,,
SESS-104397,USR-205893,Direct,None,Tablet,2026-04-26 22:24:45,,,
SESS-104398,USR-206335,ORGANIC SEARCH,None,Desktop,2026-03-14 04:22:51,,,
SESS-104399,USR-202421,EMAIL,Newsletter Vol 12,Tablet,2026-03-04 08:15:00,,,
SESS-104400,USR-206556,Referral,None,Desktop,2026-05-26 23:22:02,,,
SESS-104401,USR-205056,Email,Newsletter Vol 12,Desktop,2026-05-04 02:19:05,2026-05-04 02:59:05,2026-05-07 10:59:05,
SESS-104402,USR-205294,Email,Newsletter Vol 12,Desktop,2026-03-20 16:16:24,,,
SESS-104403,USR-203727,Email,Newsletter Vol 12,Desktop,2026-06-17 12:06:06,,,
SESS-104404,USR-207079,Email,Newsletter Vol 12,Desktop,2026-05-20 01:09:29,,,
SESS-104405,USR-205881,Paid Social,Spring Promo,Desktop,2026-02-23 19:12:07,2026-02-23 19:54:07,,
SESS-104406,USR-204780,Direct,None,Tablet,2026-06-09 08:45:10,,,
SESS-104407,USR-203699,Organic Search,None,Mobile,2026-03-03 14:36:05,,,
